feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value
8397738.0,4867298468.0,13492411,3.0,taste was not as expected.,app experience,negative,2024-04-23,ekaraj mahal,tamanna39@example.net,917878478714,"745, mall street, tirunelveli-948037",patna,673157,2023-07-13,regular,8,453.33
7645269.0,538997323.0,13492411,4.0,the product met my expectations.,app experience,neutral,2023-04-17,ekaraj mahal,tamanna39@example.net,917878478714,"745, mall street, tirunelveli-948037",patna,673157,2023-07-13,regular,8,453.33
2146818.0,7930373606.0,13494314,4.0,highly recommended!,app experience,positive,2023-08-09,eesha nadig,hansgirindra@example.com,913263760935,"68
batra circle
coimbatore 509627",mahbubnagar,741973,2023-06-16,premium,5,1108.16
3029243.0,8723752267.0,13494314,2.0,very disappointed with the quality.,delivery,negative,2024-07-09,eesha nadig,hansgirindra@example.com,913263760935,"68
batra circle
coimbatore 509627",mahbubnagar,741973,2023-06-16,premium,5,1108.16
6686488.0,9464988762.0,13567338,3.0,"nothing to complain about, but nothing exceptional.",product quality,neutral,2023-10-02,wahab borah,bhattlakshit@example.com,912286009144,"h.no. 739, dewan marg
jamshedpur 475311",hubli–dharwad,509163,2024-10-14,premium,10,1054.12
2785902.0,4168083780.0,13581527,2.0,the order was incorrect.,product quality,negative,2024-06-09,jhalak kalla,saanvimammen@example.org,915270846145,"166
batra, pudukkottai 869970",hajipur,786331,2024-06-01,new,10,1614.59
633398.0,4656199468.0,13581527,1.0,taste was not as expected.,delivery,negative,2023-10-29,jhalak kalla,saanvimammen@example.org,915270846145,"166
batra, pudukkottai 869970",hajipur,786331,2024-06-01,new,10,1614.59
3936767.0,7281243151.0,13581527,4.0,"nothing to complain about, but nothing exceptional.",customer service,neutral,2023-08-30,jhalak kalla,saanvimammen@example.org,915270846145,"166
batra, pudukkottai 869970",hajipur,786331,2024-06-01,new,10,1614.59
9884263.0,3136508414.0,13585482,4.0,the product met my expectations.,delivery,neutral,2024-07-22,meera dara,sodhibachittar@example.org,913664424400,"23
murty zila, ajmer-307715",buxar,800996,2023-07-06,inactive,20,1475.52
8412265.0,5327721432.0,13585482,4.0,"average experience, could improve.",customer service,neutral,2024-09-28,meera dara,sodhibachittar@example.org,913664424400,"23
murty zila, ajmer-307715",buxar,800996,2023-07-06,inactive,20,1475.52
4706710.0,7884745950.0,13585482,3.0,items were missing from my order.,app experience,negative,2024-04-09,meera dara,sodhibachittar@example.org,913664424400,"23
murty zila, ajmer-307715",buxar,800996,2023-07-06,inactive,20,1475.52
1942072.0,4092653338.0,13604883,1.0,delivery was late and i was unhappy.,customer service,negative,2024-04-24,siddharth kata,mvaidya@example.com,914260686222,"80/102
raj marg, tadipatri-190103",karimnagar,638908,2024-09-23,premium,17,1659.88
165649.0,3270559373.0,13604883,4.0,items were in perfect condition.,product quality,positive,2023-03-19,siddharth kata,mvaidya@example.com,914260686222,"80/102
raj marg, tadipatri-190103",karimnagar,638908,2024-09-23,premium,17,1659.88
5919040.0,5969684091.0,13604883,1.0,i had a bad experience.,customer service,negative,2023-12-02,siddharth kata,mvaidya@example.com,914260686222,"80/102
raj marg, tadipatri-190103",karimnagar,638908,2024-09-23,premium,17,1659.88
7724959.0,8465045467.0,13604883,5.0,great prices and fast delivery!,customer service,positive,2024-05-01,siddharth kata,mvaidya@example.com,914260686222,"80/102
raj marg, tadipatri-190103",karimnagar,638908,2024-09-23,premium,17,1659.88
4753532.0,1461081366.0,13604883,3.0,"nothing to complain about, but nothing exceptional.",app experience,neutral,2024-08-15,siddharth kata,mvaidya@example.com,914260686222,"80/102
raj marg, tadipatri-190103",karimnagar,638908,2024-09-23,premium,17,1659.88
3152074.0,2567590825.0,13604883,4.0,"it was okay, nothing special.",app experience,neutral,2023-10-10,siddharth kata,mvaidya@example.com,914260686222,"80/102
raj marg, tadipatri-190103",karimnagar,638908,2024-09-23,premium,17,1659.88
2899851.0,8617979440.0,13604883,5.0,good selection of products.,app experience,positive,2023-09-10,siddharth kata,mvaidya@example.com,914260686222,"80/102
raj marg, tadipatri-190103",karimnagar,638908,2024-09-23,premium,17,1659.88
893849.0,3855709201.0,13651980,4.0,customer service was very helpful.,product quality,positive,2024-04-23,abhiram basak,khalsaadweta@example.org,915545103882,"531, madan chowk, alwar-182796",ranchi,707169,2023-05-28,inactive,12,308.29
8049438.0,891583492.0,13651980,4.0,"excellent quality, will buy again!",customer service,positive,2024-04-07,abhiram basak,khalsaadweta@example.org,915545103882,"531, madan chowk, alwar-182796",ranchi,707169,2023-05-28,inactive,12,308.29
6079538.0,9243090480.0,13760839,3.0,"nothing to complain about, but nothing exceptional.",customer service,neutral,2023-03-21,anvi savant,yashvi72@example.org,914497088467,"h.no. 661, dora street
surat 406513",guwahati,412928,2023-08-23,premium,17,444.89
5557021.0,5098703807.0,13760839,4.0,very happy with the service!,customer service,positive,2024-06-10,anvi savant,yashvi72@example.org,914497088467,"h.no. 661, dora street
surat 406513",guwahati,412928,2023-08-23,premium,17,444.89
9781710.0,2475154947.0,13760839,3.0,the product met my expectations.,product quality,neutral,2024-01-14,anvi savant,yashvi72@example.org,914497088467,"h.no. 661, dora street
surat 406513",guwahati,412928,2023-08-23,premium,17,444.89
5572624.0,1245307588.0,13760839,3.0,customer service was not helpful.,customer service,negative,2023-04-24,anvi savant,yashvi72@example.org,914497088467,"h.no. 661, dora street
surat 406513",guwahati,412928,2023-08-23,premium,17,444.89
8602869.0,7263454149.0,13760839,3.0,customer service was not helpful.,customer service,negative,2023-10-14,anvi savant,yashvi72@example.org,914497088467,"h.no. 661, dora street
surat 406513",guwahati,412928,2023-08-23,premium,17,444.89
569515.0,8300546273.0,13796199,4.0,great prices and fast delivery!,delivery,positive,2023-09-05,pallavi mutti,gangulylogan@example.com,917818968624,"h.no. 89
manne ganj, unnao-048441",deoghar,8504,2023-05-04,regular,20,1016.92
600642.0,7667555396.0,13796199,4.0,"it was okay, nothing special.",customer service,neutral,2024-02-03,pallavi mutti,gangulylogan@example.com,917818968624,"h.no. 89
manne ganj, unnao-048441",deoghar,8504,2023-05-04,regular,20,1016.92
7671091.0,9997994965.0,13796199,5.0,very happy with the service!,customer service,positive,2023-12-27,pallavi mutti,gangulylogan@example.com,917818968624,"h.no. 89
manne ganj, unnao-048441",deoghar,8504,2023-05-04,regular,20,1016.92
0.0,0.0,13850004,0.0,0,0,0,,umang ramakrishnan,warda08@example.org,911629873465,"724, shah, kishanganj 847017",kozhikode,23455,2023-12-15,premium,15,1129.76
7695538.0,7562260313.0,13871547,2.0,not worth the price i paid.,delivery,negative,2024-03-23,anthony dhawan,nimrat66@example.org,916397162979,"h.no. 30
patla nagar
barasat 711179",bhilwara,626053,2023-06-17,premium,8,200.43
7288666.0,8891725854.0,13871547,3.0,taste was not as expected.,delivery,negative,2023-05-16,anthony dhawan,nimrat66@example.org,916397162979,"h.no. 30
patla nagar
barasat 711179",bhilwara,626053,2023-06-17,premium,8,200.43
0.0,0.0,13939675,0.0,0,0,0,,edhitha lal,mukherjeejai@example.net,916474959493,"53/947, jayaraman street, bangalore-157373",amroha,960333,2024-04-05,new,18,783.47
2781549.0,6946959356.0,13963450,3.0,"nothing to complain about, but nothing exceptional.",product quality,neutral,2023-12-15,hemang kakar,jjhaveri@example.org,911400761810,"h.no. 298, sanghvi chowk, pali 342053",malegaon,663144,2024-03-23,new,14,1364.82
0.0,0.0,13978108,0.0,0,0,0,,oscar oak,dubeywatika@example.org,916385184590,"28, shukla chowk, south dumdum-353489",kota,596608,2024-03-16,premium,7,1307.21
1535389.0,8391555591.0,14006996,5.0,"overall good experience, thank you!",product quality,positive,2023-08-25,saumya rau,anitakorpal@example.org,910501044005,"893, sengupta path, akola-055236",buxar,998569,2023-07-31,inactive,15,738.1
3768358.0,5964122835.0,14006996,5.0,"overall good experience, thank you!",app experience,positive,2024-03-29,saumya rau,anitakorpal@example.org,910501044005,"893, sengupta path, akola-055236",buxar,998569,2023-07-31,inactive,15,738.1
0.0,0.0,14079305,0.0,0,0,0,,jeevika narain,rattiikshita@example.org,919580725986,"144
gokhale nagar, bhalswa jahangir pur 956383",warangal,702601,2024-09-08,premium,17,567.1
0.0,0.0,14114543,0.0,0,0,0,,vedika aurora,rajagopalangeetika@example.net,910528551826,"h.no. 306
palla path, guwahati-489162",muzaffarnagar,76708,2023-03-29,inactive,20,659.52
1755551.0,8126970833.0,14161586,4.0,"average experience, could improve.",delivery,neutral,2024-09-14,aachal nazareth,aadhya71@example.org,919346916511,"903
bajaj chowk, jaunpur-242237",bettiah,585408,2023-06-14,premium,11,353.97
6028739.0,1524480475.0,14161586,1.0,the packaging was poor.,customer service,negative,2024-06-23,aachal nazareth,aadhya71@example.org,919346916511,"903
bajaj chowk, jaunpur-242237",bettiah,585408,2023-06-14,premium,11,353.97
0.0,0.0,14167111,0.0,0,0,0,,balvan raman,bassigavin@example.org,917717664768,"h.no. 15, shetty zila, buxar-796680",kishanganj,21360,2023-08-03,new,18,963.9
9275465.0,9266835891.0,14207332,3.0,customer service was not helpful.,customer service,negative,2024-06-13,ucchal uppal,epandya@example.com,910556108847,"88, contractor
silchar 827375",aligarh,571862,2024-01-03,regular,18,1263.17
1431116.0,5234194751.0,14207332,4.0,very happy with the service!,app experience,positive,2024-02-19,ucchal uppal,epandya@example.com,910556108847,"88, contractor
silchar 827375",aligarh,571862,2024-01-03,regular,18,1263.17
9727313.0,6865922682.0,14255231,5.0,"excellent quality, will buy again!",app experience,positive,2024-06-16,advika taneja,kapoornikita@example.com,919586231995,"h.no. 63
bir
asansol-254295",surendranagar dudhrej,516962,2023-06-18,inactive,17,1055.6
234571.0,6650174202.0,14255231,2.0,customer service was not helpful.,app experience,negative,2023-07-10,advika taneja,kapoornikita@example.com,919586231995,"h.no. 63
bir
asansol-254295",surendranagar dudhrej,516962,2023-06-18,inactive,17,1055.6
5005913.0,5393607402.0,14272050,3.0,"average experience, could improve.",customer service,neutral,2023-12-17,rajata misra,quincy04@example.net,912456749629,"59/380
dewan ganj
malegaon-743475",satna,120950,2023-11-26,new,7,662.99
5307842.0,6860925755.0,14272050,5.0,"excellent quality, will buy again!",customer service,positive,2023-09-29,rajata misra,quincy04@example.net,912456749629,"59/380
dewan ganj
malegaon-743475",satna,120950,2023-11-26,new,7,662.99
6585928.0,1402916311.0,14275043,5.0,good selection of products.,customer service,positive,2024-04-23,tanvi lala,oscar88@example.net,914983571185,"924
raval street, aligarh-564503",bhilwara,576267,2024-01-25,new,19,1415.88
6445069.0,2954606845.0,14294171,3.0,"nothing to complain about, but nothing exceptional.",app experience,neutral,2024-10-26,ikshita bava,chaturadave@example.net,913700730466,"693
oak ganj
karnal-566675",saharanpur,84734,2023-12-23,regular,1,1680.47
0.0,0.0,14323169,0.0,0,0,0,,jai raj,widishamerchant@example.org,913914844066,"54
ramanathan chowk, miryalaguda-463278",firozabad,781242,2023-05-15,inactive,20,1651.18
7510576.0,3665443705.0,14330483,2.0,customer service was not helpful.,product quality,negative,2024-08-09,vasatika konda,kaurishwar@example.org,917210695462,"h.no. 63
iyer
sangli-miraj & kupwad-906471",durgapur,943453,2023-08-04,premium,12,538.66
559101.0,5307231496.0,14330483,4.0,"delivery was fine, but the product could be better.",customer service,neutral,2024-04-23,vasatika konda,kaurishwar@example.org,917210695462,"h.no. 63
iyer
sangli-miraj & kupwad-906471",durgapur,943453,2023-08-04,premium,12,538.66
2369905.0,9915365099.0,14367270,2.0,the order was incorrect.,product quality,negative,2023-05-19,ganga mody,siddharthkale@example.com,914861358787,"87
barman zila
guna 597819",jabalpur,191949,2024-03-28,inactive,16,763.23
897773.0,6146830622.0,14367270,4.0,"excellent quality, will buy again!",customer service,positive,2024-10-04,ganga mody,siddharthkale@example.com,914861358787,"87
barman zila
guna 597819",jabalpur,191949,2024-03-28,inactive,16,763.23
1736546.0,2461936988.0,14428954,5.0,"overall good experience, thank you!",app experience,positive,2023-07-20,viraj tank,otalwar@example.com,917348563344,"99, arora ganj
jhansi-873180",medininagar,607637,2024-10-22,premium,10,1387.23
9500538.0,977290328.0,14428954,4.0,items were in perfect condition.,app experience,positive,2023-12-14,viraj tank,otalwar@example.com,917348563344,"99, arora ganj
jhansi-873180",medininagar,607637,2024-10-22,premium,10,1387.23
928265.0,4953665655.0,14428954,2.0,i had a bad experience.,product quality,negative,2024-01-16,viraj tank,otalwar@example.com,917348563344,"99, arora ganj
jhansi-873180",medininagar,607637,2024-10-22,premium,10,1387.23
1577470.0,7315949343.0,14458150,4.0,"average experience, could improve.",delivery,neutral,2023-09-17,kamya ratta,svasa@example.net,918686743400,"h.no. 46
lata chowk, buxar-942853",sambhal,867424,2024-07-30,premium,13,321.96
2062790.0,9710106935.0,14458150,4.0,the product met my expectations.,delivery,neutral,2023-04-17,kamya ratta,svasa@example.net,918686743400,"h.no. 46
lata chowk, buxar-942853",sambhal,867424,2024-07-30,premium,13,321.96
3360056.0,8608459871.0,14472401,3.0,i had a bad experience.,delivery,negative,2023-09-21,ayaan rege,dubeyekanta@example.com,913958916797,"625, atwal street
pudukkottai-889365",thiruvananthapuram,481131,2024-04-30,regular,1,208.09
823044.0,6882280967.0,14472401,3.0,"delivery was fine, but the product could be better.",product quality,neutral,2023-09-15,ayaan rege,dubeyekanta@example.com,913958916797,"625, atwal street
pudukkottai-889365",thiruvananthapuram,481131,2024-04-30,regular,1,208.09
7256577.0,8074949320.0,14472401,3.0,"it was okay, nothing special.",delivery,neutral,2023-08-17,ayaan rege,dubeyekanta@example.com,913958916797,"625, atwal street
pudukkottai-889365",thiruvananthapuram,481131,2024-04-30,regular,1,208.09
4979031.0,866693541.0,14472401,4.0,"nothing to complain about, but nothing exceptional.",delivery,neutral,2024-06-24,ayaan rege,dubeyekanta@example.com,913958916797,"625, atwal street
pudukkottai-889365",thiruvananthapuram,481131,2024-04-30,regular,1,208.09
8628202.0,8263379807.0,14479168,4.0,very happy with the service!,app experience,positive,2023-04-16,sai sawhney,vihaantata@example.net,913731908925,"53
boase chowk, jamshedpur-402993",rewa,854880,2024-02-06,new,17,917.45
562344.0,8701796.0,14479168,3.0,"delivery was fine, but the product could be better.",customer service,neutral,2024-08-19,sai sawhney,vihaantata@example.net,913731908925,"53
boase chowk, jamshedpur-402993",rewa,854880,2024-02-06,new,17,917.45
9280509.0,9477050930.0,1449273,1.0,very disappointed with the quality.,app experience,negative,2023-09-01,forum deol,pgarg@example.org,918190110689,"79
chowdhury
mathura-017308",pondicherry,562307,2023-12-06,new,12,1758.24
7318240.0,7816842690.0,1449273,5.0,"excellent quality, will buy again!",app experience,positive,2023-08-01,forum deol,pgarg@example.org,918190110689,"79
chowdhury
mathura-017308",pondicherry,562307,2023-12-06,new,12,1758.24
0.0,0.0,14519263,0.0,0,0,0,,edhitha sawhney,mohantyhitesh@example.net,914649245023,"53/91
keer street, parbhani-126657",ajmer,270755,2024-06-21,premium,16,762.06
1365646.0,5527612319.0,14632090,4.0,great prices and fast delivery!,customer service,positive,2024-09-12,ria baria,qsoman@example.net,917887645218,"h.no. 517, bhatti marg, bihar sharif-108740",miryalaguda,564210,2024-03-31,regular,15,1620.46
4342611.0,806680874.0,14632090,3.0,"delivery was fine, but the product could be better.",delivery,neutral,2023-11-15,ria baria,qsoman@example.net,917887645218,"h.no. 517, bhatti marg, bihar sharif-108740",miryalaguda,564210,2024-03-31,regular,15,1620.46
4887476.0,8943211530.0,14632090,2.0,delivery was late and i was unhappy.,product quality,negative,2023-09-23,ria baria,qsoman@example.net,917887645218,"h.no. 517, bhatti marg, bihar sharif-108740",miryalaguda,564210,2024-03-31,regular,15,1620.46
4803949.0,2097372277.0,14693393,5.0,"excellent quality, will buy again!",product quality,positive,2024-01-25,chavvi iyer,kannanvedant@example.com,910080313064,"11, balakrishnan marg
motihari-662977",proddatur,496205,2024-05-24,new,14,928.3
49570.0,125551624.0,14693393,5.0,good selection of products.,customer service,positive,2024-08-12,chavvi iyer,kannanvedant@example.com,910080313064,"11, balakrishnan marg
motihari-662977",proddatur,496205,2024-05-24,new,14,928.3
5985753.0,5095141954.0,1469696,1.0,taste was not as expected.,product quality,negative,2023-08-05,gaurangi banerjee,raghavanjagrati@example.com,911996578832,"98/623
balasubramanian zila, alappuzha-147623",jalna,74329,2023-06-24,premium,6,1784.79
3813104.0,5512258335.0,1469696,4.0,"delivery was fine, but the product could be better.",customer service,neutral,2024-03-23,gaurangi banerjee,raghavanjagrati@example.com,911996578832,"98/623
balasubramanian zila, alappuzha-147623",jalna,74329,2023-06-24,premium,6,1784.79
8644322.0,1083928258.0,14705462,4.0,"it was okay, nothing special.",product quality,neutral,2023-12-21,nakul pal,ydevan@example.net,919025613803,"64
goyal nagar
sonipat-553665",bahraich,575946,2023-09-24,premium,2,765.18
3891353.0,2591738507.0,14705462,3.0,"it was okay, nothing special.",product quality,neutral,2024-10-31,nakul pal,ydevan@example.net,919025613803,"64
goyal nagar
sonipat-553665",bahraich,575946,2023-09-24,premium,2,765.18
0.0,0.0,1479065,0.0,0,0,0,,keya grover,vbalakrishnan@example.org,912569948550,"179, sekhon ganj
gurgaon-532079",bokaro,717396,2024-02-09,new,17,1597.83
1550225.0,707033578.0,14839726,4.0,highly recommended!,delivery,positive,2024-01-30,lohit lanka,faris19@example.org,918537203327,"72/674
bhatnagar marg, kochi 818898",mira-bhayandar,615732,2024-01-24,regular,10,516.19
6830287.0,8328118787.0,14839726,5.0,customer service was very helpful.,app experience,positive,2023-05-14,lohit lanka,faris19@example.org,918537203327,"72/674
bhatnagar marg, kochi 818898",mira-bhayandar,615732,2024-01-24,regular,10,516.19
0.0,0.0,1491857,0.0,0,0,0,,naveen balakrishnan,xuppal@example.net,913875475048,"21/938, ravel street, gurgaon 597187",morena,260718,2024-06-05,premium,9,855.24
3919034.0,3867563962.0,14940427,4.0,"nothing to complain about, but nothing exceptional.",delivery,neutral,2023-12-24,sara rajagopalan,devshanker@example.com,913322969364,"47
datta nagar
jaipur-591851",loni,793600,2023-06-01,premium,3,1992.36
2642662.0,2405929115.0,14940427,1.0,i had a bad experience.,customer service,negative,2024-09-09,sara rajagopalan,devshanker@example.com,913322969364,"47
datta nagar
jaipur-591851",loni,793600,2023-06-01,premium,3,1992.36
4878540.0,7133253616.0,14940427,5.0,"overall good experience, thank you!",app experience,positive,2024-08-14,sara rajagopalan,devshanker@example.com,913322969364,"47
datta nagar
jaipur-591851",loni,793600,2023-06-01,premium,3,1992.36
4424806.0,6074172790.0,14944819,4.0,good selection of products.,customer service,positive,2023-07-26,triya patla,fradonarayan@example.net,914477864460,"h.no. 214
barman road
mira-bhayandar-611798",anand,469217,2023-11-24,premium,14,1127.8
9620010.0,5191429552.0,14944819,4.0,"nothing to complain about, but nothing exceptional.",app experience,neutral,2023-12-23,triya patla,fradonarayan@example.net,914477864460,"h.no. 214
barman road
mira-bhayandar-611798",anand,469217,2023-11-24,premium,14,1127.8
7044768.0,814260962.0,14974554,1.0,the packaging was poor.,product quality,negative,2023-09-14,kevin magar,frado24@example.org,919658647915,"80/56, parikh circle, bhiwandi-904481",baranagar,739444,2024-10-10,new,9,805.9
4345084.0,1368450162.0,14974554,4.0,"it was okay, nothing special.",delivery,neutral,2023-09-11,kevin magar,frado24@example.org,919658647915,"80/56, parikh circle, bhiwandi-904481",baranagar,739444,2024-10-10,new,9,805.9
6146487.0,2458783424.0,1497747,4.0,the product met my expectations.,product quality,neutral,2023-06-02,nachiket kalla,solankibarkha@example.org,917538099191,"83/053
deshmukh road
amravati-859834",sangli-miraj & kupwad,323849,2024-04-11,inactive,7,1241.73
2395160.0,9398719862.0,14991661,1.0,customer service was not helpful.,delivery,negative,2024-07-19,logan nigam,ygole@example.org,919134562959,"55/903, ben zila, erode 211292",chandrapur,865476,2023-10-18,new,18,1719.35
3174876.0,6724582316.0,14991661,4.0,good selection of products.,delivery,positive,2023-10-29,logan nigam,ygole@example.org,919134562959,"55/903, ben zila, erode 211292",chandrapur,865476,2023-10-18,new,18,1719.35
0.0,0.0,14994388,0.0,0,0,0,,charles wason,wrao@example.com,916588657688,"533
jhaveri marg
bharatpur-930354",gwalior,941934,2024-04-29,premium,20,1782.84
4265897.0,9279422297.0,15043066,4.0,the product met my expectations.,product quality,neutral,2023-04-07,bakhshi majumdar,mittalaarini@example.com,914631697976,"h.no. 597
johal ganj, bhilwara 123696",rohtak,707096,2024-02-12,inactive,2,1748.41
9510291.0,8158413630.0,15066187,4.0,"delivery was fine, but the product could be better.",customer service,neutral,2024-08-30,vedant keer,jalsadube@example.com,917167121713,"h.no. 25, garde street
kharagpur 866567",jammu,882141,2023-03-19,regular,13,791.67
7500804.0,8895501673.0,15066187,4.0,"nothing to complain about, but nothing exceptional.",app experience,neutral,2023-07-11,vedant keer,jalsadube@example.com,917167121713,"h.no. 25, garde street
kharagpur 866567",jammu,882141,2023-03-19,regular,13,791.67
5866547.0,9122210530.0,15066187,4.0,"excellent quality, will buy again!",product quality,positive,2024-01-18,vedant keer,jalsadube@example.com,917167121713,"h.no. 25, garde street
kharagpur 866567",jammu,882141,2023-03-19,regular,13,791.67
4431634.0,7079057004.0,1507408,3.0,"nothing to complain about, but nothing exceptional.",delivery,neutral,2023-09-30,kai gara,dbera@example.net,916643268606,"97/84, dhaliwal chowk
firozabad-233621",bangalore,478862,2024-03-21,inactive,8,972.22
3620953.0,6280233997.0,1507408,3.0,the packaging was poor.,customer service,negative,2023-08-23,kai gara,dbera@example.net,916643268606,"97/84, dhaliwal chowk
firozabad-233621",bangalore,478862,2024-03-21,inactive,8,972.22
2346852.0,4579251445.0,1507408,4.0,"it was okay, nothing special.",delivery,neutral,2023-08-28,kai gara,dbera@example.net,916643268606,"97/84, dhaliwal chowk
firozabad-233621",bangalore,478862,2024-03-21,inactive,8,972.22
562006.0,4746468643.0,15144290,4.0,"average experience, could improve.",app experience,neutral,2023-08-17,omkaar swamy,ekaraj66@example.org,918174880266,"h.no. 375
mangal marg
ludhiana-653677",nizamabad,789273,2024-10-17,new,19,436.35
5457202.0,2604772138.0,15144290,4.0,"nothing to complain about, but nothing exceptional.",product quality,neutral,2024-05-21,omkaar swamy,ekaraj66@example.org,918174880266,"h.no. 375
mangal marg
ludhiana-653677",nizamabad,789273,2024-10-17,new,19,436.35
4776205.0,6668508959.0,15144290,4.0,good selection of products.,app experience,positive,2024-08-31,omkaar swamy,ekaraj66@example.org,918174880266,"h.no. 375
mangal marg
ludhiana-653677",nizamabad,789273,2024-10-17,new,19,436.35
0.0,0.0,15221182,0.0,0,0,0,,charles munshi,yashodaanne@example.org,919185934023,"34/72
ratta ganj, ramagundam-239302",visakhapatnam,639677,2023-08-19,inactive,11,1871.46
0.0,0.0,15236510,0.0,0,0,0,,pooja prasad,wyattsrinivas@example.com,918889190584,"460
thaker
tadepalligudem 696563",serampore,264052,2023-12-13,new,11,937.26
4246558.0,2506369831.0,1529180,4.0,"average experience, could improve.",delivery,neutral,2023-06-16,darsh gokhale,randhawaaashi@example.com,912845073428,"406
chanda chowk
jalandhar 950864",bareilly,516534,2024-06-07,inactive,5,596.54
4834185.0,7886908865.0,1529180,5.0,"overall good experience, thank you!",delivery,positive,2023-04-07,darsh gokhale,randhawaaashi@example.com,912845073428,"406
chanda chowk
jalandhar 950864",bareilly,516534,2024-06-07,inactive,5,596.54
7843030.0,8100314462.0,15345667,4.0,very happy with the service!,app experience,positive,2024-02-10,lila chanda,manneparth@example.net,917417315762,"h.no. 293
singhal street, bijapur 471714",durg,750467,2023-08-29,premium,6,1574.77
7834463.0,5471255539.0,15391556,5.0,great prices and fast delivery!,customer service,positive,2023-05-31,ria pau,oviya43@example.net,918895879525,"51/45
lanka path
panchkula-119503",nellore,687731,2023-10-12,inactive,16,762.73
5949534.0,3108512811.0,15417130,4.0,the product met my expectations.,customer service,neutral,2024-02-10,henry arora,sanya65@example.com,911452737487,"91/48, sangha zila
srikakulam 495855",indore,866515,2024-03-03,new,5,1289.29
261554.0,3872982303.0,15484407,4.0,"it was okay, nothing special.",delivery,neutral,2024-02-03,saksham kaur,nathmohammed@example.net,912436260247,"45, gera path, medininagar-812341",kakinada,457519,2024-06-11,premium,18,560.95
8361895.0,8618576020.0,15484407,5.0,great prices and fast delivery!,product quality,positive,2024-01-18,saksham kaur,nathmohammed@example.net,912436260247,"45, gera path, medininagar-812341",kakinada,457519,2024-06-11,premium,18,560.95
7355876.0,4100626744.0,15484407,3.0,items were missing from my order.,delivery,negative,2024-10-21,saksham kaur,nathmohammed@example.net,912436260247,"45, gera path, medininagar-812341",kakinada,457519,2024-06-11,premium,18,560.95
5079562.0,9260334793.0,15487049,1.0,i had a bad experience.,product quality,negative,2024-07-10,aadhya cherian,rushil71@example.com,915068387363,"h.no. 071
mane circle
jorhat 896774",motihari,716665,2024-02-13,new,15,1928.0
1727402.0,3262295808.0,15487049,2.0,taste was not as expected.,product quality,negative,2024-04-19,aadhya cherian,rushil71@example.com,915068387363,"h.no. 071
mane circle
jorhat 896774",motihari,716665,2024-02-13,new,15,1928.0
4619026.0,4360255357.0,15529446,2.0,taste was not as expected.,app experience,negative,2023-05-14,pallavi goda,samarthpandey@example.com,911060144223,"h.no. 264
master chowk, patna-122382",haridwar,665417,2023-10-10,premium,9,854.35
9413424.0,7081192087.0,15529446,4.0,"overall good experience, thank you!",app experience,positive,2023-07-29,pallavi goda,samarthpandey@example.com,911060144223,"h.no. 264
master chowk, patna-122382",haridwar,665417,2023-10-10,premium,9,854.35
2434820.0,6999060704.0,15534747,5.0,customer service was very helpful.,product quality,positive,2023-04-28,oviya luthra,edhar@example.org,913346867550,"h.no. 51, mahajan street
dehradun 313062",kadapa,76910,2023-09-19,inactive,15,362.34
8011393.0,1884314278.0,15534747,1.0,the packaging was poor.,product quality,negative,2023-09-16,oviya luthra,edhar@example.org,913346867550,"h.no. 51, mahajan street
dehradun 313062",kadapa,76910,2023-09-19,inactive,15,362.34
0.0,0.0,15545780,0.0,0,0,0,,ekansh baria,mammenqasim@example.net,911684219172,"99/11, bhattacharyya street
nangloi jat-388866",ambala,953801,2024-04-13,regular,18,1268.44
8521886.0,6237437720.0,15568831,3.0,the order was incorrect.,product quality,negative,2023-08-26,david swamy,shroffpranav@example.com,913990505302,"h.no. 00
parmar circle
madanapalle 797272",jammu,598277,2023-10-06,premium,7,813.3
4292010.0,4055690435.0,15568831,4.0,"average experience, could improve.",product quality,neutral,2023-04-05,david swamy,shroffpranav@example.com,913990505302,"h.no. 00
parmar circle
madanapalle 797272",jammu,598277,2023-10-06,premium,7,813.3
6595802.0,1118405605.0,15599514,3.0,"it was okay, nothing special.",customer service,neutral,2023-06-26,yashodhara magar,jeetbansal@example.org,913660608773,"h.no. 586, sawhney zila
jamnagar-849026",tezpur,170702,2023-04-18,regular,20,1171.07
9300914.0,9020705185.0,1562083,3.0,the product met my expectations.,product quality,neutral,2023-12-29,madhavi mishra,inayabadal@example.net,915460239789,"49/31
chahal road, jalna-373980",bhopal,405442,2024-01-11,premium,13,695.02
4110927.0,7662682121.0,1562083,3.0,delivery was late and i was unhappy.,delivery,negative,2024-09-12,madhavi mishra,inayabadal@example.net,915460239789,"49/31
chahal road, jalna-373980",bhopal,405442,2024-01-11,premium,13,695.02
7036036.0,1536516619.0,15631726,4.0,items were in perfect condition.,product quality,positive,2023-11-25,ucchal murthy,paldavid@example.com,914769193931,"89
munshi ganj
nadiad-575587",tezpur,47849,2024-02-05,inactive,11,664.87
3096809.0,8806260669.0,15631726,3.0,"it was okay, nothing special.",product quality,neutral,2023-10-17,ucchal murthy,paldavid@example.com,914769193931,"89
munshi ganj
nadiad-575587",tezpur,47849,2024-02-05,inactive,11,664.87
